District,Crop,Year,Season,Total_Rainfall_mm,Average_Temp_C,Mean_NDVI,Yield_KG_HA
Rusizi,Climbing bean,2017,Season B,385.9,17.25,0.6018,735.89
Rusizi,Climbing bean,2018,Season A,1040.5,17.211602209944754,0.5678,600.37
Rusizi,Climbing bean,2018,Season B,616.9,16.63125,0.636,854.16
Rusizi,Climbing bean,2019,Season A,1217.0,17.121270718232044,0.6264,667.79
Rusizi,Climbing bean,2019,Season B,453.3,17.123641304347824,0.6292,807.72
Rusizi,Climbing bean,2020,Season A,1499.8,17.321703296703298,0.569,636.07
Rusizi,Climbing bean,2020,Season B,639.4,17.18994565217391,0.6296,833.55
Rusizi,Climbing bean,2021,Season A,1119.6,17.23839779005525,0.5905,625.76
Rusizi,Climbing bean,2021,Season B,606.9,16.81766304347826,0.6289,846.1
Rusizi,Cooking Banana,2015,Season A,763.2,18.528453038674037,0.5978,7271.98
Rusizi,Cooking Banana,2015,Season B,441.1,18.369565217391305,0.6471,15731.69
Rusizi,Cooking Banana,2016,Season A,424.3,18.791208791208792,0.563,6562.09
Rusizi,Cooking Banana,2016,Season B,423.0,18.58315217391305,0.6325,14854.61
Rusizi,Cooking Banana,2017,Season A,1007.5,17.29502762430939,0.5932,8452.01
Rusizi,Cooking Banana,2017,Season B,385.9,17.25,0.6018,15367.43
Rusizi,Cooking Banana,2018,Season A,1040.5,17.211602209944754,0.5678,8179.51
Rusizi,Cooking Banana,2018,Season B,616.9,16.63125,0.636,18123.72
Rusizi,Cooking Banana,2019,Season A,1217.0,17.121270718232044,0.6264,9053.51
Rusizi,Cooking Banana,2019,Season B,453.3,17.123641304347824,0.6292,16840.04
Rusizi,Cooking Banana,2020,Season A,1499.8,17.321703296703298,0.569,8890.28
Rusizi,Cooking Banana,2020,Season B,639.4,17.18994565217391,0.6296,17618.69
Rusizi,Cooking Banana,2021,Season A,1119.6,17.23839779005525,0.5905,8485.19
Rusizi,Cooking Banana,2021,Season B,606.9,16.81766304347826,0.6289,17884.74
Rusizi,Dessert banana,2015,Season A,763.2,18.528453038674037,0.5978,6511.87
Rusizi,Dessert banana,2015,Season B,441.1,18.369565217391305,0.6471,14797.66
Rusizi,Dessert banana,2016,Season A,424.3,18.791208791208792,0.563,5698.01
Rusizi,Dessert banana,2016,Season B,423.0,18.58315217391305,0.6325,14219.45
Rusizi,Dessert banana,2017,Season A,1007.5,17.29502762430939,0.5932,7223.55
Rusizi,Dessert banana,2017,Season B,385.9,17.25,0.6018,14858.72
Rusizi,Dessert banana,2018,Season A,1040.5,17.211602209944754,0.5678,7297.62
Rusizi,Dessert banana,2018,Season B,616.9,16.63125,0.636,17483.59
Rusizi,Dessert banana,2019,Season A,1217.0,17.121270718232044,0.6264,7775.07
Rusizi,Dessert banana,2019,Season B,453.3,17.123641304347824,0.6292,15776.17
Rusizi,Dessert banana,2020,Season A,1499.8,17.321703296703298,0.569,7835.22
Rusizi,Dessert banana,2020,Season B,639.4,17.18994565217391,0.6296,16588.3
Rusizi,Dessert banana,2021,Season A,1119.6,17.23839779005525,0.5905,7510.15
Rusizi,Dessert banana,2021,Season B,606.9,16.81766304347826,0.6289,16948.98
Rusizi,Ground nuts,2015,Season A,763.2,18.528453038674037,0.5978,515.9
Rusizi,Ground nuts,2015,Season B,441.1,18.369565217391305,0.6471,392.98
Rusizi,Ground nuts,2016,Season A,424.3,18.791208791208792,0.563,444.91
Rusizi,Ground nuts,2016,Season B,423.0,18.58315217391305,0.6325,377.43
Rusizi,Ground nuts,2017,Season A,1007.5,17.29502762430939,0.5932,593.03
Rusizi,Ground nuts,2017,Season B,385.9,17.25,0.6018,403.77
Rusizi,Ground nuts,2018,Season A,1040.5,17.211602209944754,0.5678,584.24
Rusizi,Ground nuts,2018,Season B,616.9,16.63125,0.636,457.96
Rusizi,Ground nuts,2019,Season A,1217.0,17.121270718232044,0.6264,627.81
Rusizi,Ground nuts,2019,Season B,453.3,17.123641304347824,0.6292,424.85
Rusizi,Ground nuts,2020,Season A,1499.8,17.321703296703298,0.569,615.34
Rusizi,Ground nuts,2020,Season B,639.4,17.18994565217391,0.6296,459.3
Rusizi,Ground nuts,2021,Season A,1119.6,17.23839779005525,0.5905,590.04
Rusizi,Ground nuts,2021,Season B,606.9,16.81766304347826,0.6289,461.28
Rusizi,Irish potatoes,2015,Season A,763.2,18.528453038674037,0.5978,3441.69
Rusizi,Irish potatoes,2015,Season B,441.1,18.369565217391305,0.6471,5945.29
Rusizi,Irish potatoes,2016,Season A,424.3,18.791208791208792,0.563,2943.31
Rusizi,Irish potatoes,2016,Season B,423.0,18.58315217391305,0.6325,5883.54
Rusizi,Irish potatoes,2017,Season A,1007.5,17.29502762430939,0.5932,3836.45
Rusizi,Irish potatoes,2017,Season B,385.9,17.25,0.6018,6002.78
Rusizi,Irish potatoes,2018,Season A,1040.5,17.211602209944754,0.5678,3809.43
Rusizi,Irish potatoes,2018,Season B,616.9,16.63125,0.636,7236.23
Rusizi,Irish potatoes,2019,Season A,1217.0,17.121270718232044,0.6264,4075.06
Rusizi,Irish potatoes,2019,Season B,453.3,17.123641304347824,0.6292,6555.98
Rusizi,Irish potatoes,2020,Season A,1499.8,17.321703296703298,0.569,4001.8
Rusizi,Irish potatoes,2020,Season B,639.4,17.18994565217391,0.6296,7001.38
Rusizi,Irish potatoes,2021,Season A,1119.6,17.23839779005525,0.5905,3902.99
Rusizi,Irish potatoes,2021,Season B,606.9,16.81766304347826,0.6289,6916.0
Rusizi,Maize,2015,Season A,763.2,18.528453038674037,0.5978,1310.37
Rusizi,Maize,2015,Season B,441.1,18.369565217391305,0.6471,1157.69
Rusizi,Maize,2016,Season A,424.3,18.791208791208792,0.563,1121.11
Rusizi,Maize,2016,Season B,423.0,18.58315217391305,0.6325,1118.77
Rusizi,Maize,2017,Season A,1007.5,17.29502762430939,0.5932,1459.04
Rusizi,Maize,2017,Season B,385.9,17.25,0.6018,1186.28
Rusizi,Maize,2018,Season A,1040.5,17.211602209944754,0.5678,1467.21
Rusizi,Maize,2018,Season B,616.9,16.63125,0.636,1387.01
Rusizi,Maize,2019,Season A,1217.0,17.121270718232044,0.6264,1608.47
Rusizi,Maize,2019,Season B,453.3,17.123641304347824,0.6292,1219.44
Rusizi,Maize,2020,Season A,1499.8,17.321703296703298,0.569,1557.05
Rusizi,Maize,2020,Season B,639.4,17.18994565217391,0.6296,1332.94
Rusizi,Maize,2021,Season A,1119.6,17.23839779005525,0.5905,1500.76
Rusizi,Maize,2021,Season B,606.9,16.81766304347826,0.6289,1320.63
Rusizi,Paddy rice,2015,Season A,763.2,18.528453038674037,0.5978,4205.12
Rusizi,Paddy rice,2015,Season B,441.1,18.369565217391305,0.6471,4673.17
Rusizi,Paddy rice,2016,Season A,424.3,18.791208791208792,0.563,3735.76
Rusizi,Paddy rice,2016,Season B,423.0,18.58315217391305,0.6325,4404.04
Rusizi,Paddy rice,2017,Season A,1007.5,17.29502762430939,0.5932,4795.01
Rusizi,Paddy rice,2017,Season B,385.9,17.25,0.6018,4759.09
Rusizi,Paddy rice,2018,Season A,1040.5,17.211602209944754,0.5678,4685.42
Rusizi,Paddy rice,2018,Season B,616.9,16.63125,0.636,5511.95
Rusizi,Paddy rice,2019,Season A,1217.0,17.121270718232044,0.6264,5030.84
Rusizi,Paddy rice,2019,Season B,453.3,17.123641304347824,0.6292,5009.27
Rusizi,Paddy rice,2020,Season A,1499.8,17.321703296703298,0.569,4969.75
Rusizi,Paddy rice,2020,Season B,639.4,17.18994565217391,0.6296,5228.46
Rusizi,Paddy rice,2021,Season A,1119.6,17.23839779005525,0.5905,4771.07
Rusizi,Paddy rice,2021,Season B,606.9,16.81766304347826,0.6289,5274.93
Rusizi,Peas,2015,Season A,763.2,18.528453038674037,0.5978,727.44
Rusizi,Peas,2015,Season B,441.1,18.369565217391305,0.6471,806.03
Rusizi,Peas,2016,Season A,424.3,18.791208791208792,0.563,653.18
Rusizi,Peas,2016,Season B,423.0,18.58315217391305,0.6325,769.96
Rusizi,Peas,2017,Season A,1007.5,17.29502762430939,0.5932,841.09
Rusizi,Peas,2017,Season B,385.9,17.25,0.6018,799.15
Rusizi,Peas,2018,Season A,1040.5,17.211602209944754,0.5678,806.67
Rusizi,Peas,2018,Season B,616.9,16.63125,0.636,921.35
Rusizi,Peas,2019,Season A,1217.0,17.121270718232044,0.6264,908.33
Rusizi,Peas,2019,Season B,453.3,17.123641304347824,0.6292,837.94
Rusizi,Peas,2020,Season A,1499.8,17.321703296703298,0.569,887.75
Rusizi,Peas,2020,Season B,639.4,17.18994565217391,0.6296,891.8
Rusizi,Peas,2021,Season A,1119.6,17.23839779005525,0.5905,834.17
Rusizi,Peas,2021,Season B,606.9,16.81766304347826,0.6289,906.27
Rusizi,Sorghum,2015,Season A,763.2,18.528453038674037,0.5978,371.94
Rusizi,Sorghum,2015,Season B,441.1,18.369565217391305,0.6471,501.84
Rusizi,Sorghum,2016,Season A,424.3,18.791208791208792,0.563,320.32
Rusizi,Sorghum,2016,Season B,423.0,18.58315217391305,0.6325,501.37
Rusizi,Sorghum,2017,Season A,1007.5,17.29502762430939,0.5932,424.67
Rusizi,Sorghum,2017,Season B,385.9,17.25,0.6018,514.89
Rusizi,Sorghum,2018,Season A,1040.5,17.211602209944754,0.5678,416.06
Rusizi,Sorghum,2018,Season B,616.9,16.63125,0.636,602.08
Rusizi,Sorghum,2019,Season A,1217.0,17.121270718232044,0.6264,463.84
Rusizi,Sorghum,2019,Season B,453.3,17.123641304347824,0.6292,539.39
Rusizi,Sorghum,2020,Season A,1499.8,17.321703296703298,0.569,450.08
Rusizi,Sorghum,2020,Season B,639.4,17.18994565217391,0.6296,584.29
Rusizi,Sorghum,2021,Season A,1119.6,17.23839779005525,0.5905,424.18
Rusizi,Sorghum,2021,Season B,606.9,16.81766304347826,0.6289,591.17
Rusizi,Soya beans,2015,Season A,763.2,18.528453038674037,0.5978,640.51
Rusizi,Soya beans,2015,Season B,441.1,18.369565217391305,0.6471,464.46
Rusizi,Soya beans,2016,Season A,424.3,18.791208791208792,0.563,557.44
Rusizi,Soya beans,2016,Season B,423.0,18.58315217391305,0.6325,456.31
Rusizi,Soya beans,2017,Season A,1007.5,17.29502762430939,0.5932,717.97
Rusizi,Soya beans,2017,Season B,385.9,17.25,0.6018,475.37
Rusizi,Soya beans,2018,Season A,1040.5,17.211602209944754,0.5678,699.34
Rusizi,Soya beans,2018,Season B,616.9,16.63125,0.636,547.9
Rusizi,Soya beans,2019,Season A,1217.0,17.121270718232044,0.6264,776.59
Rusizi,Soya beans,2019,Season B,453.3,17.123641304347824,0.6292,492.24
Rusizi,Soya beans,2020,Season A,1499.8,17.321703296703298,0.569,765.1
Rusizi,Soya beans,2020,Season B,639.4,17.18994565217391,0.6296,525.16
Rusizi,Soya beans,2021,Season A,1119.6,17.23839779005525,0.5905,740.49
Rusizi,Soya beans,2021,Season B,606.9,16.81766304347826,0.6289,532.43
Rusizi,Sweet potatoes,2015,Season A,763.2,18.528453038674037,0.5978,5167.48
Rusizi,Sweet potatoes,2015,Season B,441.1,18.369565217391305,0.6471,7625.89
Rusizi,Sweet potatoes,2016,Season A,424.3,18.791208791208792,0.563,4356.02
Rusizi,Sweet potatoes,2016,Season B,423.0,18.58315217391305,0.6325,7470.51
Rusizi,Sweet potatoes,2017,Season A,1007.5,17.29502762430939,0.5932,5773.94
Rusizi,Sweet potatoes,2017,Season B,385.9,17.25,0.6018,7946.39
Rusizi,Sweet potatoes,2018,Season A,1040.5,17.211602209944754,0.5678,5727.45
Rusizi,Sweet potatoes,2018,Season B,616.9,16.63125,0.636,9174.22
Rusizi,Sweet potatoes,2019,Season A,1217.0,17.121270718232044,0.6264,6282.06
Rusizi,Sweet potatoes,2019,Season B,453.3,17.123641304347824,0.6292,8184.28
Rusizi,Sweet potatoes,2020,Season A,1499.8,17.321703296703298,0.569,6163.38
Rusizi,Sweet potatoes,2020,Season B,639.4,17.18994565217391,0.6296,8710.63
Rusizi,Sweet potatoes,2021,Season A,1119.6,17.23839779005525,0.5905,5847.66
Rusizi,Sweet potatoes,2021,Season B,606.9,16.81766304347826,0.6289,8886.41
Rusizi,Yams & Taro,2015,Season A,763.2,18.528453038674037,0.5978,5705.0
Rusizi,Yams & Taro,2015,Season B,441.1,18.369565217391305,0.6471,6511.14
Rusizi,Yams & Taro,2016,Season A,424.3,18.791208791208792,0.563,4863.85
Rusizi,Yams & Taro,2016,Season B,423.0,18.58315217391305,0.6325,6350.74
Rusizi,Yams & Taro,2017,Season A,1007.5,17.29502762430939,0.5932,6378.47
Rusizi,Yams & Taro,2017,Season B,385.9,17.25,0.6018,6419.77
Rusizi,Yams & Taro,2018,Season A,1040.5,17.211602209944754,0.5678,6412.31
Rusizi,Yams & Taro,2018,Season B,616.9,16.63125,0.636,7481.7
Rusizi,Yams & Taro,2019,Season A,1217.0,17.121270718232044,0.6264,6988.36
Rusizi,Yams & Taro,2019,Season B,453.3,17.123641304347824,0.6292,6847.04
Rusizi,Yams & Taro,2020,Season A,1499.8,17.321703296703298,0.569,6881.92
Rusizi,Yams & Taro,2020,Season B,639.4,17.18994565217391,0.6296,7365.16
Rusizi,Yams & Taro,2021,Season A,1119.6,17.23839779005525,0.5905,6479.84
Rusizi,Yams & Taro,2021,Season B,606.9,16.81766304347826,0.6289,7504.84
Rutsiro,Banana for beer,2015,Season A,1520.9,18.883701657458563,0.3475,10828.59
Rutsiro,Banana for beer,2015,Season B,790.1,19.087771739130435,0.3641,9123.72
Rutsiro,Banana for beer,2016,Season A,1274.9,19.251373626373628,0.3399,10204.17
Rutsiro,Banana for beer,2016,Season B,1090.0,19.460869565217397,0.3589,9317.25
Rutsiro,Banana for beer,2017,Season A,2358.8,19.07734806629834,0.3576,11573.92
Rutsiro,Banana for beer,2017,Season B,641.9,19.506521739130434,0.3109,7760.3
Rutsiro,Banana for beer,2018,Season A,1930.6,18.953591160220995,0.3145,10338.16
Rutsiro,Banana for beer,2018,Season B,812.4,18.78179347826087,0.3507,9183.59
Rutsiro,Banana for beer,2019,Season A,2377.0,18.80718232044199,0.3323,11213.79
Rutsiro,Banana for beer,2019,Season B,1172.9,19.059510869565216,0.3528,9511.37
Rutsiro,Banana for beer,2020,Season A,2686.7,18.779945054945053,0.3176,11112.71
Rutsiro,Banana for beer,2020,Season B,1035.4,19.025,0.3716,9578.53
Rutsiro,Banana for beer,2021,Season A,2479.4,18.86049723756906,0.325,10881.66
Rutsiro,Banana for beer,2021,Season B,1132.1,18.836413043478263,0.3586,9884.32
Rutsiro,Bananas,2015,Season A,1520.9,18.883701657458563,0.3475,10727.99
Rutsiro,Bananas,2015,Season B,790.1,19.087771739130435,0.3641,13411.6
Rutsiro,Bananas,2016,Season A,1274.9,19.251373626373628,0.3399,10071.69
Rutsiro,Bananas,2016,Season B,1090.0,19.460869565217397,0.3589,13906.48
Rutsiro,Bananas,2017,Season A,2358.8,19.07734806629834,0.3576,11759.21
Rutsiro,Bananas,2017,Season B,641.9,19.506521739130434,0.3109,11626.89
Rutsiro,Bananas,2018,Season A,1930.6,18.953591160220995,0.3145,10421.3
Rutsiro,Bananas,2018,Season B,812.4,18.78179347826087,0.3507,13356.05
Rutsiro,Bananas,2019,Season A,2377.0,18.80718232044199,0.3323,11452.95
Rutsiro,Bananas,2019,Season B,1172.9,19.059510869565216,0.3528,14034.54
Rutsiro,Bananas,2020,Season A,2686.7,18.779945054945053,0.3176,11336.42
Rutsiro,Bananas,2020,Season B,1035.4,19.025,0.3716,14665.99
Rutsiro,Bananas,2021,Season A,2479.4,18.86049723756906,0.325,11141.86
Rutsiro,Bananas,2021,Season B,1132.1,18.836413043478263,0.3586,14510.39
Rutsiro,Beans,2015,Season B,790.1,19.087771739130435,0.3641,756.19
Rutsiro,Beans,2016,Season B,1090.0,19.460869565217397,0.3589,771.29
Rutsiro,Beans,2017,Season B,641.9,19.506521739130434,0.3109,635.85
Rutsiro,Beans,2018,Season B,812.4,18.78179347826087,0.3507,754.44
Rutsiro,Beans,2019,Season B,1172.9,19.059510869565216,0.3528,775.73
Rutsiro,Beans,2020,Season B,1035.4,19.025,0.3716,800.9
Rutsiro,Beans,2021,Season B,1132.1,18.836413043478263,0.3586,808.93
Rutsiro,Bush bean,2015,Season A,1520.9,18.883701657458563,0.3475,452.08
Rutsiro,Bush bean,2015,Season B,790.1,19.087771739130435,0.3641,627.24
Rutsiro,Bush bean,2016,Season A,1274.9,19.251373626373628,0.3399,419.16
Rutsiro,Bush bean,2016,Season B,1090.0,19.460869565217397,0.3589,638.02
Rutsiro,Bush bean,2017,Season A,2358.8,19.07734806629834,0.3576,476.49
Rutsiro,Bush bean,2017,Season B,641.9,19.506521739130434,0.3109,544.81
Rutsiro,Bush bean,2018,Season A,1930.6,18.953591160220995,0.3145,438.04
Rutsiro,Bush bean,2018,Season B,812.4,18.78179347826087,0.3507,640.73
Rutsiro,Bush bean,2019,Season A,2377.0,18.80718232044199,0.3323,468.51
Rutsiro,Bush bean,2019,Season B,1172.9,19.059510869565216,0.3528,661.94
Rutsiro,Bush bean,2020,Season A,2686.7,18.779945054945053,0.3176,463.66
Rutsiro,Bush bean,2020,Season B,1035.4,19.025,0.3716,664.0
Rutsiro,Bush bean,2021,Season A,2479.4,18.86049723756906,0.325,458.56
Rutsiro,Bush bean,2021,Season B,1132.1,18.836413043478263,0.3586,685.94
Rutsiro,Cassava,2015,Season A,1520.9,18.883701657458563,0.3475,12227.06
Rutsiro,Cassava,2015,Season B,790.1,19.087771739130435,0.3641,13890.38
Rutsiro,Cassava,2016,Season A,1274.9,19.251373626373628,0.3399,11235.37
Rutsiro,Cassava,2016,Season B,1090.0,19.460869565217397,0.3589,13895.74
Rutsiro,Cassava,2017,Season A,2358.8,19.07734806629834,0.3576,12870.34
Rutsiro,Cassava,2017,Season B,641.9,19.506521739130434,0.3109,11462.01
Rutsiro,Cassava,2018,Season A,1930.6,18.953591160220995,0.3145,11676.56
Rutsiro,Cassava,2018,Season B,812.4,18.78179347826087,0.3507,13453.77
Rutsiro,Cassava,2019,Season A,2377.0,18.80718232044199,0.3323,12602.91
Rutsiro,Cassava,2019,Season B,1172.9,19.059510869565216,0.3528,14326.32
Rutsiro,Cassava,2020,Season A,2686.7,18.779945054945053,0.3176,12498.67
Rutsiro,Cassava,2020,Season B,1035.4,19.025,0.3716,14546.05
Rutsiro,Cassava,2021,Season A,2479.4,18.86049723756906,0.325,12304.23
Rutsiro,Cassava,2021,Season B,1132.1,18.836413043478263,0.3586,14800.69
Rutsiro,Climbing bean,2015,Season A,1520.9,18.883701657458563,0.3475,869.04
Rutsiro,Climbing bean,2015,Season B,790.1,19.087771739130435,0.3641,768.76
Rutsiro,Climbing bean,2016,Season A,1274.9,19.251373626373628,0.3399,848.8
Rutsiro,Climbing bean,2016,Season B,1090.0,19.460869565217397,0.3589,785.43
Rutsiro,Climbing bean,2017,Season A,2358.8,19.07734806629834,0.3576,951.33
Rutsiro,Climbing bean,2017,Season B,641.9,19.506521739130434,0.3109,637.8
Rutsiro,Climbing bean,2018,Season A,1930.6,18.953591160220995,0.3145,858.52
Rutsiro,Climbing bean,2018,Season B,812.4,18.78179347826087,0.3507,775.61
Rutsiro,Climbing bean,2019,Season A,2377.0,18.80718232044199,0.3323,940.3
Rutsiro,Climbing bean,2019,Season B,1172.9,19.059510869565216,0.3528,805.02
Rutsiro,Climbing bean,2020,Season A,2686.7,18.779945054945053,0.3176,936.26
Rutsiro,Climbing bean,2020,Season B,1035.4,19.025,0.3716,804.42
Rutsiro,Climbing bean,2021,Season A,2479.4,18.86049723756906,0.325,909.56
Rutsiro,Climbing bean,2021,Season B,1132.1,18.836413043478263,0.3586,804.04
Rutsiro,Cooking Banana,2015,Season A,1520.9,18.883701657458563,0.3475,12344.89
Rutsiro,Cooking Banana,2015,Season B,790.1,19.087771739130435,0.3641,21572.99
Rutsiro,Cooking Banana,2016,Season A,1274.9,19.251373626373628,0.3399,11854.29
Rutsiro,Cooking Banana,2016,Season B,1090.0,19.460869565217397,0.3589,22738.75
Rutsiro,Cooking Banana,2017,Season A,2358.8,19.07734806629834,0.3576,13440.27
Rutsiro,Cooking Banana,2017,Season B,641.9,19.506521739130434,0.3109,18558.12
Rutsiro,Cooking Banana,2018,Season A,1930.6,18.953591160220995,0.3145,11892.08
Rutsiro,Cooking Banana,2018,Season B,812.4,18.78179347826087,0.3507,21856.49
Rutsiro,Cooking Banana,2019,Season A,2377.0,18.80718232044199,0.3323,13055.32
Rutsiro,Cooking Banana,2019,Season B,1172.9,19.059510869565216,0.3528,22720.73
Rutsiro,Cooking Banana,2020,Season A,2686.7,18.779945054945053,0.3176,13070.43
Rutsiro,Cooking Banana,2020,Season B,1035.4,19.025,0.3716,22725.63
Rutsiro,Cooking Banana,2021,Season A,2479.4,18.86049723756906,0.325,12878.43
Rutsiro,Cooking Banana,2021,Season B,1132.1,18.836413043478263,0.3586,22967.81
Rutsiro,Dessert banana,2015,Season A,1520.9,18.883701657458563,0.3475,7919.63
Rutsiro,Dessert banana,2015,Season B,790.1,19.087771739130435,0.3641,16748.53
Rutsiro,Dessert banana,2016,Season A,1274.9,19.251373626373628,0.3399,7637.88
Rutsiro,Dessert banana,2016,Season B,1090.0,19.460869565217397,0.3589,17340.58
Rutsiro,Dessert banana,2017,Season A,2358.8,19.07734806629834,0.3576,8723.58
Rutsiro,Dessert banana,2017,Season B,641.9,19.506521739130434,0.3109,14269.0
Rutsiro,Dessert banana,2018,Season A,1930.6,18.953591160220995,0.3145,7579.9
Rutsiro,Dessert banana,2018,Season B,812.4,18.78179347826087,0.3507,16823.25
Rutsiro,Dessert banana,2019,Season A,2377.0,18.80718232044199,0.3323,8186.96
Rutsiro,Dessert banana,2019,Season B,1172.9,19.059510869565216,0.3528,17395.69
Rutsiro,Dessert banana,2020,Season A,2686.7,18.779945054945053,0.3176,8229.56
Rutsiro,Dessert banana,2020,Season B,1035.4,19.025,0.3716,17786.44
Rutsiro,Dessert banana,2021,Season A,2479.4,18.86049723756906,0.325,8083.42
Rutsiro,Dessert banana,2021,Season B,1132.1,18.836413043478263,0.3586,17910.66
Rutsiro,Irish potatoes,2015,Season A,1520.9,18.883701657458563,0.3475,9252.65
Rutsiro,Irish potatoes,2015,Season B,790.1,19.087771739130435,0.3641,4244.8
Rutsiro,Irish potatoes,2016,Season A,1274.9,19.251373626373628,0.3399,8673.99
Rutsiro,Irish potatoes,2016,Season B,1090.0,19.460869565217397,0.3589,4447.52
Rutsiro,Irish potatoes,2017,Season A,2358.8,19.07734806629834,0.3576,9695.66
Rutsiro,Irish potatoes,2017,Season B,641.9,19.506521739130434,0.3109,3647.09
Rutsiro,Irish potatoes,2018,Season A,1930.6,18.953591160220995,0.3145,8892.09
Rutsiro,Irish potatoes,2018,Season B,812.4,18.78179347826087,0.3507,4251.99
Rutsiro,Irish potatoes,2019,Season A,2377.0,18.80718232044199,0.3323,9568.6
Rutsiro,Irish potatoes,2019,Season B,1172.9,19.059510869565216,0.3528,4528.87
Rutsiro,Irish potatoes,2020,Season A,2686.7,18.779945054945053,0.3176,9617.02
Rutsiro,Irish potatoes,2020,Season B,1035.4,19.025,0.3716,4640.07
Rutsiro,Irish potatoes,2021,Season A,2479.4,18.86049723756906,0.325,9632.43
Rutsiro,Irish potatoes,2021,Season B,1132.1,18.836413043478263,0.3586,4552.92
Rutsiro,Maize,2015,Season A,1520.9,18.883701657458563,0.3475,1566.5
Rutsiro,Maize,2015,Season B,790.1,19.087771739130435,0.3641,1444.81
Rutsiro,Maize,2016,Season A,1274.9,19.251373626373628,0.3399,1429.76
Rutsiro,Maize,2016,Season B,1090.0,19.460869565217397,0.3589,1438.35
Rutsiro,Maize,2017,Season A,2358.8,19.07734806629834,0.3576,1682.15
Rutsiro,Maize,2017,Season B,641.9,19.506521739130434,0.3109,1219.4
